Country,Series,Year,NY.GDP.PCAP.CD,country3
North Macedonia,GDP per capita (current US$),2019,6070.388054,MKD
North Macedonia,GDP per capita (current US$),2020,5917.262575,MKD
Northern Mariana Islands,GDP per capita (current US$),2016,21891.18479,MNP
Northern Mariana Islands,GDP per capita (current US$),2017,27584.74351,MNP
Northern Mariana Islands,GDP per capita (current US$),2018,22886.67405,MNP
Northern Mariana Islands,GDP per capita (current US$),2019,20659.64029,MNP
Northern Mariana Islands,GDP per capita (current US$),2020,,MNP
Norway,GDP per capita (current US$),2016,70460.56053,NOR
Norway,GDP per capita (current US$),2017,75496.75406,NOR
Norway,GDP per capita (current US$),2018,82267.80932,NOR
Norway,GDP per capita (current US$),2019,75826.08188,NOR
Norway,GDP per capita (current US$),2020,67389.91205,NOR
Oman,GDP per capita (current US$),2016,14609.98176,OMN
Oman,GDP per capita (current US$),2017,15127.88819,OMN
Oman,GDP per capita (current US$),2018,16521.20623,OMN
Oman,GDP per capita (current US$),2019,15343.0435,OMN
Oman,GDP per capita (current US$),2020,12659.71772,OMN
Pakistan,GDP per capita (current US$),2016,1368.426961,PAK
Pakistan,GDP per capita (current US$),2017,1464.926195,PAK
Pakistan,GDP per capita (current US$),2018,1482.213067,PAK
Pakistan,GDP per capita (current US$),2019,1288.556325,PAK
Pakistan,GDP per capita (current US$),2020,1188.859757,PAK
Palau,GDP per capita (current US$),2016,16835.986,PLW
Palau,GDP per capita (current US$),2017,16019.98989,PLW
Palau,GDP per capita (current US$),2018,15895.2599,PLW
Palau,GDP per capita (current US$),2019,15232.48708,PLW
Palau,GDP per capita (current US$),2020,14243.86469,PLW
Panama,GDP per capita (current US$),2016,14343.98026,PAN
Panama,GDP per capita (current US$),2017,15146.40851,PAN
Panama,GDP per capita (current US$),2018,15544.99908,PAN
Panama,GDP per capita (current US$),2019,15774.25494,PAN
Panama,GDP per capita (current US$),2020,12509.83529,PAN
Papua New Guinea,GDP per capita (current US$),2016,2509.629637,PNG
Papua New Guinea,GDP per capita (current US$),2017,2695.249009,PNG
Papua New Guinea,GDP per capita (current US$),2018,2801.371393,PNG
Papua New Guinea,GDP per capita (current US$),2019,2820.306397,PNG
Papua New Guinea,GDP per capita (current US$),2020,2757.21753,PNG
Paraguay,GDP per capita (current US$),2016,5324.609068,PRY
Paraguay,GDP per capita (current US$),2017,5678.869972,PRY
Paraguay,GDP per capita (current US$),2018,5782.78455,PRY
Paraguay,GDP per capita (current US$),2019,5380.963322,PRY
Paraguay,GDP per capita (current US$),2020,5001.07276,PRY
Peru,GDP per capita (current US$),2016,6204.996457,PER
Peru,GDP per capita (current US$),2017,6710.507602,PER
Peru,GDP per capita (current US$),2018,6957.793411,PER
Peru,GDP per capita (current US$),2019,7027.612207,PER
Peru,GDP per capita (current US$),2020,6126.87454,PER
Philippines,GDP per capita (current US$),2016,3073.654686,PHL
Philippines,GDP per capita (current US$),2017,3123.245642,PHL
Philippines,GDP per capita (current US$),2018,3252.110274,PHL
Philippines,GDP per capita (current US$),2019,3485.340844,PHL
Philippines,GDP per capita (current US$),2020,3298.829586,PHL
Poland,GDP per capita (current US$),2016,12447.43959,POL
Poland,GDP per capita (current US$),2017,13864.68176,POL
Poland,GDP per capita (current US$),2018,15468.48222,POL
Poland,GDP per capita (current US$),2019,15732.20313,POL
Poland,GDP per capita (current US$),2020,15720.99466,POL
Portugal,GDP per capita (current US$),2016,19978.40121,PRT
Portugal,GDP per capita (current US$),2017,21437.3475,PRT
Portugal,GDP per capita (current US$),2018,23551.04829,PRT
Portugal,GDP per capita (current US$),2019,23330.81729,PRT
Portugal,GDP per capita (current US$),2020,22176.29671,PRT
Puerto Rico,GDP per capita (current US$),2016,30627.1634,PRI
Puerto Rico,GDP per capita (current US$),2017,31108.76057,PRI
Puerto Rico,GDP per capita (current US$),2018,31604.70151,PRI
Puerto Rico,GDP per capita (current US$),2019,32850.54861,PRI
Puerto Rico,GDP per capita (current US$),2020,32290.92114,PRI
Qatar,GDP per capita (current US$),2016,57162.96801,QAT
Qatar,GDP per capita (current US$),2017,59124.86727,QAT
Qatar,GDP per capita (current US$),2018,65907.94844,QAT
Qatar,GDP per capita (current US$),2019,62276.42869,QAT
Qatar,GDP per capita (current US$),2020,50124.38594,QAT
Romania,GDP per capita (current US$),2016,9548.587403,ROU
Romania,GDP per capita (current US$),2017,10807.00917,ROU
Romania,GDP per capita (current US$),2018,12398.98198,ROU
Romania,GDP per capita (current US$),2019,12899.34611,ROU
Romania,GDP per capita (current US$),2020,12896.08862,ROU
Russian Federation,GDP per capita (current US$),2016,8704.898413,RUS
Russian Federation,GDP per capita (current US$),2017,10720.33266,RUS
Russian Federation,GDP per capita (current US$),2018,11287.35528,RUS
Russian Federation,GDP per capita (current US$),2019,11497.64925,RUS
Russian Federation,GDP per capita (current US$),2020,10126.72179,RUS
Rwanda,GDP per capita (current US$),2016,744.7607488,RWA
Rwanda,GDP per capita (current US$),2017,772.3169891,RWA
Rwanda,GDP per capita (current US$),2018,783.6371628,RWA
Rwanda,GDP per capita (current US$),2019,820.1492886,RWA
Rwanda,GDP per capita (current US$),2020,797.8555207,RWA
Samoa,GDP per capita (current US$),2016,4109.663228,WSM
Samoa,GDP per capita (current US$),2017,4258.978767,WSM
Samoa,GDP per capita (current US$),2018,4187.504729,WSM
Samoa,GDP per capita (current US$),2019,4322.868457,WSM
Samoa,GDP per capita (current US$),2020,4067.843459,WSM
San Marino,GDP per capita (current US$),2016,43828.23246,SMR
San Marino,GDP per capita (current US$),2017,45399.02906,SMR
San Marino,GDP per capita (current US$),2018,48996.59225,SMR
San Marino,GDP per capita (current US$),2019,47731.20854,SMR
San Marino,GDP per capita (current US$),2020,,SMR
Sao Tome and Principe,GDP per capita (current US$),2016,1700.097997,STP
Sao Tome and Principe,GDP per capita (current US$),2017,1813.807434,STP
Sao Tome and Principe,GDP per capita (current US$),2018,1953.513257,STP
Sao Tome and Principe,GDP per capita (current US$),2019,1987.579702,STP
Sao Tome and Principe,GDP per capita (current US$),2020,2157.840446,STP
Saudi Arabia,GDP per capita (current US$),2016,19878.76384,SAU
Saudi Arabia,GDP per capita (current US$),2017,20802.46631,SAU
Saudi Arabia,GDP per capita (current US$),2018,23337.01755,SAU
Saudi Arabia,GDP per capita (current US$),2019,23139.79798,SAU
Saudi Arabia,GDP per capita (current US$),2020,20110.31619,SAU
Senegal,GDP per capita (current US$),2016,1269.903294,SEN
Senegal,GDP per capita (current US$),2017,1361.701972,SEN
Senegal,GDP per capita (current US$),2018,1458.069093,SEN
Senegal,GDP per capita (current US$),2019,1430.148259,SEN
Senegal,GDP per capita (current US$),2020,1471.830962,SEN
Serbia,GDP per capita (current US$),2016,5765.200762,SRB
Serbia,GDP per capita (current US$),2017,6292.543629,SRB
Serbia,GDP per capita (current US$),2018,7252.401858,SRB
Serbia,GDP per capita (current US$),2019,7417.203649,SRB
Serbia,GDP per capita (current US$),2020,7720.510572,SRB
Seychelles,GDP per capita (current US$),2016,15068.62035,SYC
Seychelles,GDP per capita (current US$),2017,15945.26493,SYC
Seychelles,GDP per capita (current US$),2018,15994.81986,SYC
Seychelles,GDP per capita (current US$),2019,16213.48076,SYC
Seychelles,GDP per capita (current US$),2020,10764.42042,SYC
Sierra Leone,GDP per capita (current US$),2016,501.4151655,SLE
Sierra Leone,GDP per capita (current US$),2017,496.6822949,SLE
Sierra Leone,GDP per capita (current US$),2018,533.9915333,SLE
Sierra Leone,GDP per capita (current US$),2019,521.7548367,SLE
Sierra Leone,GDP per capita (current US$),2020,509.376594,SLE
Singapore,GDP per capita (current US$),2016,56848.17539,SGP
Singapore,GDP per capita (current US$),2017,61176.45636,SGP
Singapore,GDP per capita (current US$),2018,66679.04649,SGP
Singapore,GDP per capita (current US$),2019,65640.70795,SGP
Singapore,GDP per capita (current US$),2020,59797.75218,SGP
Sint Maarten (Dutch part),GDP per capita (current US$),2016,31616.6817,SXM
Sint Maarten (Dutch part),GDP per capita (current US$),2017,29369.05683,SXM
Sint Maarten (Dutch part),GDP per capita (current US$),2018,29160.10381,SXM
Sint Maarten (Dutch part),GDP per capita (current US$),2019,,SXM
Sint Maarten (Dutch part),GDP per capita (current US$),2020,,SXM
Slovak Republic,GDP per capita (current US$),2016,16501.08385,SVK
Slovak Republic,GDP per capita (current US$),2017,17494.72879,SVK
Slovak Republic,GDP per capita (current US$),2018,19380.51351,SVK
Slovak Republic,GDP per capita (current US$),2019,19303.54566,SVK
Slovak Republic,GDP per capita (current US$),2020,19266.51357,SVK
Slovenia,GDP per capita (current US$),2016,21663.64341,SVN
Slovenia,GDP per capita (current US$),2017,23455.94473,SVN
Slovenia,GDP per capita (current US$),2018,26104.10279,SVN
Slovenia,GDP per capita (current US$),2019,25942.95477,SVN
Slovenia,GDP per capita (current US$),2020,25517.33067,SVN
Solomon Islands,GDP per capita (current US$),2016,2225.486842,SLB
Solomon Islands,GDP per capita (current US$),2017,2332.844216,SLB
Solomon Islands,GDP per capita (current US$),2018,2411.862926,SLB
Solomon Islands,GDP per capita (current US$),2019,2344.048976,SLB
Solomon Islands,GDP per capita (current US$),2020,2250.601164,SLB
Somalia,GDP per capita (current US$),2016,295.9673926,SOM
Somalia,GDP per capita (current US$),2017,309.0543803,SOM
Somalia,GDP per capita (current US$),2018,314.542678,SOM
Somalia,GDP per capita (current US$),2019,320.0381483,SOM
Somalia,GDP per capita (current US$),2020,313.872315,SOM
South Africa,GDP per capita (current US$),2016,5756.965741,ZAF
South Africa,GDP per capita (current US$),2017,6690.939847,ZAF
South Africa,GDP per capita (current US$),2018,7005.095413,ZAF
South Africa,GDP per capita (current US$),2019,6624.761865,ZAF
South Africa,GDP per capita (current US$),2020,5655.867654,ZAF
South Sudan,GDP per capita (current US$),2016,,SSD
South Sudan,GDP per capita (current US$),2017,,SSD
South Sudan,GDP per capita (current US$),2018,,SSD
South Sudan,GDP per capita (current US$),2019,,SSD
South Sudan,GDP per capita (current US$),2020,,SSD
Spain,GDP per capita (current US$),2016,26505.34322,ESP
Spain,GDP per capita (current US$),2017,28100.58624,ESP
Spain,GDP per capita (current US$),2018,30349.7521,ESP
Spain,GDP per capita (current US$),2019,29555.3157,ESP
Spain,GDP per capita (current US$),2020,27063.19392,ESP
Sri Lanka,GDP per capita (current US$),2016,3886.291502,LKA
Sri Lanka,GDP per capita (current US$),2017,4077.043841,LKA
Sri Lanka,GDP per capita (current US$),2018,4059.20823,LKA
Sri Lanka,GDP per capita (current US$),2019,3852.265603,LKA
Sri Lanka,GDP per capita (current US$),2020,3680.673477,LKA
St. Kitts and Nevis,GDP per capita (current US$),2016,19541.12783,KNA
St. Kitts and Nevis,GDP per capita (current US$),2017,20384.74788,KNA
St. Kitts and Nevis,GDP per capita (current US$),2018,20567.49911,KNA
St. Kitts and Nevis,GDP per capita (current US$),2019,22046.68991,KNA
St. Kitts and Nevis,GDP per capita (current US$),2020,18437.74892,KNA
St. Lucia,GDP per capita (current US$),2016,10362.35166,LCA
St. Lucia,GDP per capita (current US$),2017,11034.62985,LCA
St. Lucia,GDP per capita (current US$),2018,11353.71521,LCA
St. Lucia,GDP per capita (current US$),2019,11591.08048,LCA
St. Lucia,GDP per capita (current US$),2020,8804.561048,LCA
St. Martin (French part),GDP per capita (current US$),2016,,MAF
St. Martin (French part),GDP per capita (current US$),2017,,MAF
St. Martin (French part),GDP per capita (current US$),2018,,MAF
St. Martin (French part),GDP per capita (current US$),2019,,MAF
St. Martin (French part),GDP per capita (current US$),2020,,MAF
St. Vincent and the Grenadines,GDP per capita (current US$),2016,7074.548765,VCT
St. Vincent and the Grenadines,GDP per capita (current US$),2017,7213.025857,VCT
St. Vincent and the Grenadines,GDP per capita (current US$),2018,7361.400962,VCT
St. Vincent and the Grenadines,GDP per capita (current US$),2019,7460.153362,VCT
St. Vincent and the Grenadines,GDP per capita (current US$),2020,7278.016297,VCT
Sudan,GDP per capita (current US$),2016,1325.156019,SDN
Sudan,GDP per capita (current US$),2017,1103.000026,SDN
Sudan,GDP per capita (current US$),2018,825.8689411,SDN
Sudan,GDP per capita (current US$),2019,753.2821741,SDN
Sudan,GDP per capita (current US$),2020,595.467833,SDN
Suriname,GDP per capita (current US$),2016,5872.789429,SUR
Suriname,GDP per capita (current US$),2017,6295.560562,SUR
Suriname,GDP per capita (current US$),2018,6938.086981,SUR
Suriname,GDP per capita (current US$),2019,6853.693411,SUR
Suriname,GDP per capita (current US$),2020,4916.605666,SUR
Sweden,GDP per capita (current US$),2016,51965.15715,SWE
Sweden,GDP per capita (current US$),2017,53791.50873,SWE
Sweden,GDP per capita (current US$),2018,54589.06039,SWE
Sweden,GDP per capita (current US$),2019,51939.42974,SWE
Sweden,GDP per capita (current US$),2020,52274.40879,SWE
Switzerland,GDP per capita (current US$),2016,83073.28008,CHE
Switzerland,GDP per capita (current US$),2017,83352.08865,CHE
Switzerland,GDP per capita (current US$),2018,86388.40495,CHE
Switzerland,GDP per capita (current US$),2019,85334.51946,CHE
Switzerland,GDP per capita (current US$),2020,87097.03645,CHE
Syrian Arab Republic,GDP per capita (current US$),2016,707.5052667,SYR
Syrian Arab Republic,GDP per capita (current US$),2017,942.5189159,SYR
Syrian Arab Republic,GDP per capita (current US$),2018,1268.235849,SYR
Syrian Arab Republic,GDP per capita (current US$),2019,1334.370593,SYR
Syrian Arab Republic,GDP per capita (current US$),2020,,SYR
Tajikistan,GDP per capita (current US$),2016,807.1025861,TJK
Tajikistan,GDP per capita (current US$),2017,848.6723799,TJK
Tajikistan,GDP per capita (current US$),2018,853.2188734,TJK
Tajikistan,GDP per capita (current US$),2019,890.5444024,TJK
Tajikistan,GDP per capita (current US$),2020,859.1379611,TJK
Tanzania,GDP per capita (current US$),2016,966.5030166,TZA
Tanzania,GDP per capita (current US$),2017,1004.906588,TZA
Tanzania,GDP per capita (current US$),2018,1042.838759,TZA
Tanzania,GDP per capita (current US$),2019,1085.884861,TZA
Tanzania,GDP per capita (current US$),2020,1076.470385,TZA
Thailand,GDP per capita (current US$),2016,5993.305516,THA
Thailand,GDP per capita (current US$),2017,6593.818352,THA
Thailand,GDP per capita (current US$),2018,7296.879608,THA
Thailand,GDP per capita (current US$),2019,7817.009671,THA
Thailand,GDP per capita (current US$),2020,7186.874092,THA
Timor-Leste,GDP per capita (current US$),2016,1353.754934,TLS
Timor-Leste,GDP per capita (current US$),2017,1299.494635,TLS
Timor-Leste,GDP per capita (current US$),2018,1249.138351,TLS
Timor-Leste,GDP per capita (current US$),2019,1583.713576,TLS
Timor-Leste,GDP per capita (current US$),2020,1442.730738,TLS
Togo,GDP per capita (current US$),2016,803.1518934,TGO
Togo,GDP per capita (current US$),2017,830.7452767,TGO
Togo,GDP per capita (current US$),2018,901.5230169,TGO
Togo,GDP per capita (current US$),2019,893.3524541,TGO
Togo,GDP per capita (current US$),2020,914.9507925,TGO
Tonga,GDP per capita (current US$),2016,4157.877249,TON
Tonga,GDP per capita (current US$),2017,4513.432531,TON
Tonga,GDP per capita (current US$),2018,4740.700272,TON
Tonga,GDP per capita (current US$),2019,4903.012138,TON
Tonga,GDP per capita (current US$),2020,4624.823449,TON
Trinidad and Tobago,GDP per capita (current US$),2016,16250.62869,TTO
Trinidad and Tobago,GDP per capita (current US$),2017,16173.74005,TTO
Trinidad and Tobago,GDP per capita (current US$),2018,17037.86236,TTO
Trinidad and Tobago,GDP per capita (current US$),2019,16637.16294,TTO
Trinidad and Tobago,GDP per capita (current US$),2020,15425.63511,TTO
Tunisia,GDP per capita (current US$),2016,3924.363346,TUN
Tunisia,GDP per capita (current US$),2017,3687.777461,TUN
Tunisia,GDP per capita (current US$),2018,3680.892597,TUN
Tunisia,GDP per capita (current US$),2019,3574.654024,TUN
Tunisia,GDP per capita (current US$),2020,3521.591948,TUN
Turkey,GDP per capita (current US$),2016,10894.60338,TUR
Turkey,GDP per capita (current US$),2017,10589.66772,TUR
Turkey,GDP per capita (current US$),2018,9454.348443,TUR
Turkey,GDP per capita (current US$),2019,9121.515167,TUR
Turkey,GDP per capita (current US$),2020,8536.43332,TUR
Turkmenistan,GDP per capita (current US$),2016,6387.682575,TKM
Turkmenistan,GDP per capita (current US$),2017,6587.092604,TKM
Turkmenistan,GDP per capita (current US$),2018,6967.375043,TKM
Turkmenistan,GDP per capita (current US$),2019,7612.03518,TKM
Turkmenistan,GDP per capita (current US$),2020,,TKM
Turks and Caicos Islands,GDP per capita (current US$),2016,28241.47929,TCA
Turks and Caicos Islands,GDP per capita (current US$),2017,27545.12879,TCA
Turks and Caicos Islands,GDP per capita (current US$),2018,29553.1367,TCA
Turks and Caicos Islands,GDP per capita (current US$),2019,31350.86663,TCA
Turks and Caicos Islands,GDP per capita (current US$),2020,23879.92665,TCA
Tuvalu,GDP per capita (current US$),2016,3253.899536,TUV
Tuvalu,GDP per capita (current US$),2017,3574.065288,TUV
Tuvalu,GDP per capita (current US$),2018,3701.709255,TUV
Tuvalu,GDP per capita (current US$),2019,4055.89561,TUV
Tuvalu,GDP per capita (current US$),2020,4143.109753,TUV
Uganda,GDP per capita (current US$),2016,736.5598474,UGA
Uganda,GDP per capita (current US$),2017,746.8307529,UGA
Uganda,GDP per capita (current US$),2018,770.6007843,UGA
Uganda,GDP per capita (current US$),2019,798.5857341,UGA
Uganda,GDP per capita (current US$),2020,822.0276815,UGA
Ukraine,GDP per capita (current US$),2016,2187.73051,UKR
Ukraine,GDP per capita (current US$),2017,2640.675677,UKR
Ukraine,GDP per capita (current US$),2018,3096.817402,UKR
Ukraine,GDP per capita (current US$),2019,3662.563087,UKR
Ukraine,GDP per capita (current US$),2020,3726.927149,UKR
United Arab Emirates,GDP per capita (current US$),2016,38141.86713,ARE
United Arab Emirates,GDP per capita (current US$),2017,40644.79119,ARE
United Arab Emirates,GDP per capita (current US$),2018,43839.32449,ARE
United Arab Emirates,GDP per capita (current US$),2019,42701.44305,ARE
United Arab Emirates,GDP per capita (current US$),2020,36284.55524,ARE
United Kingdom,GDP per capita (current US$),2016,41499.5557,GBR
United Kingdom,GDP per capita (current US$),2017,40857.75558,GBR
United Kingdom,GDP per capita (current US$),2018,43646.95197,GBR
United Kingdom,GDP per capita (current US$),2019,43070.49836,GBR
United Kingdom,GDP per capita (current US$),2020,41124.53477,GBR
United States,GDP per capita (current US$),2016,58021.4005,USA
United States,GDP per capita (current US$),2017,60109.65573,USA
United States,GDP per capita (current US$),2018,63064.41841,USA
United States,GDP per capita (current US$),2019,65279.52903,USA
United States,GDP per capita (current US$),2020,63413.51386,USA
Uruguay,GDP per capita (current US$),2016,16715.63347,URY
Uruguay,GDP per capita (current US$),2017,18690.89384,URY
Uruguay,GDP per capita (current US$),2018,18703.86029,URY
Uruguay,GDP per capita (current US$),2019,17688.01501,URY
Uruguay,GDP per capita (current US$),2020,15438.41167,URY
Uzbekistan,GDP per capita (current US$),2016,2704.677188,UZB
Uzbekistan,GDP per capita (current US$),2017,1916.764642,UZB
Uzbekistan,GDP per capita (current US$),2018,1597.068337,UZB
Uzbekistan,GDP per capita (current US$),2019,1784.009816,UZB
Uzbekistan,GDP per capita (current US$),2020,1750.697113,UZB
Vanuatu,GDP per capita (current US$),2016,2805.66532,VUT
Vanuatu,GDP per capita (current US$),2017,3082.475083,VUT
Vanuatu,GDP per capita (current US$),2018,3125.404999,VUT
Vanuatu,GDP per capita (current US$),2019,3116.297759,VUT
Vanuatu,GDP per capita (current US$),2020,2870.0893,VUT
"Venezuela, RB",GDP per capita (current US$),2016,,VEN
"Venezuela, RB",GDP per capita (current US$),2017,,VEN
"Venezuela, RB",GDP per capita (current US$),2018,,VEN
"Venezuela, RB",GDP per capita (current US$),2019,,VEN
"Venezuela, RB",GDP per capita (current US$),2020,,VEN
Vietnam,GDP per capita (current US$),2016,2192.174482,VNM
Vietnam,GDP per capita (current US$),2017,2365.521615,VNM
Vietnam,GDP per capita (current US$),2018,2566.447487,VNM
Vietnam,GDP per capita (current US$),2019,2715.27598,VNM
Vietnam,GDP per capita (current US$),2020,2785.724161,VNM
Virgin Islands (U.S.),GDP per capita (current US$),2016,35324.97489,VIR
Virgin Islands (U.S.),GDP per capita (current US$),2017,35365.0693,VIR
Virgin Islands (U.S.),GDP per capita (current US$),2018,36448.25749,VIR
Virgin Islands (U.S.),GDP per capita (current US$),2019,38136.66576,VIR
Virgin Islands (U.S.),GDP per capita (current US$),2020,,VIR
"Yemen, Rep.",GDP per capita (current US$),2016,1152.720966,YEM
"Yemen, Rep.",GDP per capita (current US$),2017,964.2648105,YEM
"Yemen, Rep.",GDP per capita (current US$),2018,758.1452416,YEM
"Yemen, Rep.",GDP per capita (current US$),2019,,YEM
"Yemen, Rep.",GDP per capita (current US$),2020,,YEM
Zambia,GDP per capita (current US$),2016,1280.806543,ZMB
Zambia,GDP per capita (current US$),2017,1535.196574,ZMB
Zambia,GDP per capita (current US$),2018,1516.368371,ZMB
Zambia,GDP per capita (current US$),2019,1305.001031,ZMB
Zambia,GDP per capita (current US$),2020,985.132436,ZMB
Zimbabwe,GDP per capita (current US$),2016,1464.588957,ZWE
Zimbabwe,GDP per capita (current US$),2017,1235.189032,ZWE
Zimbabwe,GDP per capita (current US$),2018,1254.642265,ZWE
Zimbabwe,GDP per capita (current US$),2019,1316.740657,ZWE
Zimbabwe,GDP per capita (current US$),2020,1214.50982,ZWE
